"9780226034041";"http://www.olavodecarvalho.org/semana/090914dc.html";"A África às avessas"
"9780226034041";"https://youtu.be/jEL2NPwWCks";"Muslim Genocide on Black Africans Through Mass-Castration - Tidiane N´Diaye"
"9780226034041";"https://www.youtube.com/watch?v=Ov9GFPmoOPg";"The Untold Story of Arab Slave Trade Of Africans"
"9788568071052";"http://www.olavodecarvalho.org/semana/070611dc.html";"A fórmula para enlouquecer o mundo";"como os representantes do Estado são eles próprios señoritos satisfechos que também não compreendem a origem das suas próprias culpas, sua tendência é fazer dos jovens enragés um símbolo da sua própria consciência moral faltante; daí que lhes cedam tudo, num arremedo de penitência, corrompendo-os e corrompendo-se cada vez mais e precipitando uma acumulação de culpas que só pode culminar na suprema culpa da sangueira revolucionária. “Vivemos num mundo demente, e sabemos perfeitamente disso”, dizia [Johan] Huizinga na década de 30, pouco antes que o desequilíbrio da alma européia desaguasse no morticínio geral. Transcorridas quase oito décadas, a humanidade ocidental nada aprendeu com a experiência e está pronta a repeti-la. Hipnotizada pela lógica do desejo, que não enxerga cura para os males senão na busca de mais satisfações e mais liberdade, como poderia ela descobrir que seu problema não é falta de bens ou prazeres, mas falta de deveres e sacrifícios que restaurem o sentido da vida e a integridade da alma?"
"9788568071052";"http://www.olavodecarvalho.org/textos/livros.htm";"Livros que fizeram a minha cabeça"
"9789726999973";"http://www.olavodecarvalho.org/semana/julhoverbum.html";"As garras da Esfinge - René Guénon e a islamização do Ocidente";"As transformações históricas e espirituais profundas que vão determinar o futuro da humanidade estão tão distantes da nossa mídia, da nossa vida universitária e, de modo geral, de todos os debates públicos neste país, que com certeza aquilo que vou dizer neste artigo parecerá estratosférico e alheio à realidade imediata."
"9789726999973";"https://goo.gl/1fH4zW";"Expedições pelo Mundo da Cultura - José Monir Nasser"
"9789726999973";"https://drive.google.com/open?id=1AfBq7YlTPbtlgvop3lMS6hwhvzRubgpc";"Análise do Livro Parte I - José Monir Nasser"
"9789726999973";"https://drive.google.com/open?id=1QhiPdPQAziJfWyhPvw9ytCZiKQIRsNra";"Análise do Livro Parte II - José Monir Nasser"
"9789726999973";"https://drive.google.com/open?id=1PVskfGulfCGGM4i9fV7krCT51fb_wPQN";"Resumo do livro - José Monir Nasser"; "Portanto, se se diz que o Mundo Moderno sofre uma crise, o que se entende mais habitualmente por isso é que ele chegou a um ponto crítico, ou noutros termos, que uma transformação mais ou menos profunda está iminente, que uma mudança de orientação deverá inevitavelmente produzir-se a breve prazo, a bem ou a mal, de modo mais ou menos brusco, com ou sem catástrofe"
"9781561310234";"https://www.youtube.com/watch?v=Ov9GFPmoOPg";"The Untold Story of Arab Slave Trade Of Africans"
"9781561310234";"https://youtu.be/jEL2NPwWCks";"Muslim Genocide on Black Africans Through Mass-Castration - Tidiane N´Diaye"
"9781561310234";"http://www.olavodecarvalho.org/semana/090914dc.html";"A África às avessas";"Os europeus só chegaram à África por volta da metade do século XV. Muito antes disso o desprezo racista pelos negros era senso comum entre os árabes, como se vê pela palavra de alguns de seus mais destacados intelectuais. Extraio estes exemplos do livro de Bernard Lugan, Afrique, l'Histoire à l'Endroit (Paris, Perrin, 1989)."
"9780895260062";"http://www.olavodecarvalho.org/semana/100503dc.html";"O Emir Sader americano";"A lista oficial das armas de destruição em massa encontradas no Iraque – suficientes, por si, para destruir muitas cidades americanas –, pode ser lida, junto com provas convincentes da existência das armas não encontradas, nas páginas 97-106 do livro Disinformation: 22 Media Myths that Undermine the War on Terror, de Richard Miniter (Regnery, 2005). “Praticamente – diz Miniter – nenhum dos críticos da guerra que estiveram envolvidos nos esforços para encontrar essas armas disse jamais não haver provas de que o Iraque as possuía.” Foi evidentemente a mídia popular que, para fins de propaganda anti-guerra, colocou essa afirmação em bocas onde ela nunca esteve. A diferença entre dizer que nem todas as armas foram encontradas e que nenhuma foi encontrada é pelo menos tão decisiva quanto a diferença entre dizer “alguém opinou” e “tornou-se claro”. Não é admissível que um estudioso profissional de assuntos militares ignore uma dessas diferenças ou, pior ainda, as duas."
"9780895260062";"http://www.olavodecarvalho.org/semana/051107dc.htm";"Os iluminados";"Bem, quem disse que não havia armas de destruição em massa no Iraque? A côrte dos iluminados. Os relatórios militares dizem que foram encontrados até agora:##NEWP##1,77 toneladas métricas de urânio enriquecido;##NEWP##1.500 galões de agentes químicos usados em armas;##NEWP##17 ogivas químicas com ciclosarina, um agente venenoso cinco vezes mais mortal que o gás sarin;##NEWP##Mil materiais radiativos em pó, prontos para dispersão sobre áreas populosas.##NEWP##Bombas com gás de mostarda e gás sarin.##NEWP##Se essas coisas não são armas de destruição em massa, são o quê? Peças do estojo “O Pequeno Químico”?##NEWP##Não há no Pentágono quem as ignore. Mas o Pentágono, na guerra de mídia, é nada. Só fiquei sabendo dessas descobertas porque as li no livro de Richard Miniter, Disinformation: 22 Media Myths That Undermine the War on Terror ."
"9780895260062";"http://www.olavodecarvalho.org/semana/090930dc.html";"Como ler a mídia nacional";" A lista dessas armas encontrada efetivamente no Iraque – reproduzida no livro de Richard Miniter, Disinformation –, é mais que suficiente para comprovar que elas de fato existiam, mesmo sem contar a parte que foi removida em tempo para a Síria. Apenas, essa informação jamais se condensou num slogan publicitário nem foi trombeteada ad nauseam por milhões de Kepps."
"9780895260062";"https://www.youtube.com/watch?v=jF-H8SNHneE";"Adult Content - Terrorism Myths 01";"Part 1 of the television interview with reporter and New York Times Bestselling author Richard Miniter and his book "Disinformation: 22 Media Myths That Undermine the War on Terror". This interview aired on WHDT DT in 2006 on the live program "Adult Content" with host Brian Content."
"9780895260062";"https://www.youtube.com/watch?v=avbXVViGFk4";"How Bill Clinton's Failures Unleashed Global Terror (2003)";"In 2003, Miniter's Losing bin Laden, was published. The book is the result of eighteen months of reporting from Khartoum, Cairo, Frankfurt, Hamburg, London, Paris, and Washington, D.C.. It offers an account of United States policy relating to Al Qaeda and bin Laden during the Clinton administration. According to George Will, Miniter suggests that the appointment of [Richard] Clarke on May 22, 1998, as the government's first coordinator of the counterterrorism efforts that were dispersed to 40 agencies, "could have been the beginning of the end of al Qaeda. But the lack of presidential leadership, government inertia and bureaucratic squabbling often got in the way."
"9783981326321";"http://www.olavodecarvalho.org/semana/100503dc.html";"O Emir Sader americano";"A Century of War: Anglo American Oil Politics and the New World Order, de William Engdahl (Pluto Press, 2004), foi uma decepção desde as primeiras páginas.##NEWP##Sua tese fundamental é que praticamente tudo o que acontece de mau no mundo é obra da elite financeira americana – os Rockefeller e tutti quanti –, empenhada em expandir ilimitadamente o poderio dos EUA por meio do controle geopolítico de uma fonte essencial de energia: o petróleo.##NEWP##Um lance decisivo dessa guerra de conquista universal, diz o autor, foi a invasão do Iraque, “parte da agenda americana pós-guerra-fria, em busca da ‘dominação de pleno espectro’”.##NEWP##Um ano após a invasão de Bagdá, prossegue Engdahl, “tornou-se claro que a guerra pouco tinha a ver com a ameaça das armas de destruição em massa... ou com o proclamado esforço de ‘levar a democracia’ ao até então despótico Iraque”.##NEWP##“Tornou-se claro” para quem? Para quem tem o New York Times e a CNN como suas principais ou únicas fontes de informação, talvez. Para quem lê livros e sabe o que são documentos de fonte primária, não."
"B004G606FI";"http://www.olavodecarvalho.org/semana/100503dc.html";"O Emir Sader americano";David Rockefeller já o fez por mim na página 405 das suas Memórias: “Alguns acreditam que somos parte de uma cabala secreta que trabalha contra os melhores interesses americanos, caracterizando a mim e à minha família como ‘internacionalistas’ e acusando-nos de conspirar para construir uma política global mais integrada... Se essa é a acusação, declaro-me culpado – e orgulhoso de sê-lo."
"B000FTBPB4";"http://www.olavodecarvalho.org/semana/051107dc.htm";"Os iluminados";"Richard Miniter, veterano jornalista investigativo, foi colunista do Wall Street Journal e do Washington Post . Escreveu também no New York Times , que hoje pode não gostar muito do que ele diz mas não pode tirá-lo da sua lista de best-sellers , onde ele está entrando pela terceira vez (as duas anteriores foram com Shadow War: The Untold Story of How Bush Is Winning the War on Terror e Losing Bin Laden: How Bill Clinton's Failures Unleashed Global Terror).##NEWP##Miniter também reduz a pó dois artigos-de-fé das classes falantes: mostra que Bin Laden não foi treinado pela CIA e que a Halliburton não está ganhando dinheiro no Iraque."
"B07DF6TV7B";"http://www.olavodecarvalho.org/semana/051107dc.htm";"Os iluminados";"Richard Miniter, veterano jornalista investigativo, foi colunista do Wall Street Journal e do Washington Post . Escreveu também no New York Times , que hoje pode não gostar muito do que ele diz mas não pode tirá-lo da sua lista de best-sellers , onde ele está entrando pela terceira vez (as duas anteriores foram com Shadow War: The Untold Story of How Bush Is Winning the War on Terror e Losing Bin Laden: How Bill Clinton's Failures Unleashed Global Terror).##NEWP##Miniter também reduz a pó dois artigos-de-fé das classes falantes: mostra que Bin Laden não foi treinado pela CIA e que a Halliburton não está ganhando dinheiro no Iraque."
"B07DF6TV7B";"https://www.youtube.com/watch?v=avbXVViGFk4";"How Bill Clinton's Failures Unleashed Global Terror (2003)";"In 2003, Miniter's Losing bin Laden, was published. The book is the result of eighteen months of reporting from Khartoum, Cairo, Frankfurt, Hamburg, London, Paris, and Washington, D.C.. It offers an account of United States policy relating to Al Qaeda and bin Laden during the Clinton administration. According to George Will, Miniter suggests that the appointment of [Richard] Clarke on May 22, 1998, as the government's first coordinator of the counterterrorism efforts that were dispersed to 40 agencies, "could have been the beginning of the end of al Qaeda. But the lack of presidential leadership, government inertia and bureaucratic squabbling often got in the way."
"9781939438249";"https://archive.org/details/FoundationsTheirPowerAndInfluenceReneAWormser1958";"Foundations, America Foundations; Their Power And Influence Rene A Wormser (1958)";
"9781939438249";"https://www.seanet.com/~barkonwd/wormser.htm";"An interview with Norman Dodd, Directer of Research, "Reece" Committee to Investigate Tax-Exempt Foundations and Comparable Organizations."
"9781939438249";"http://www.olavodecarvalho.org/semana/060522dc.html";"Experimento sociológico";"Acoplada a outro topos da retórica esquerdista, o de que a miséria é causada pelo imperialismo americano, essa crença tem por efeito despertar o ódio aos EUA e fomentar esperanças messiânicas numa nova ordem internacional paradisíaca, a ser instaurada sob os auspícios da ONU, da China e da Rússia. Para a realização desse objetivo trabalham incansavelmente várias fundações bilionárias, entre as quais Rockefeller, Carnegie, Soros e, é claro, MacArthur. Seus esforços nesse sentido já foram bem documentados meio século atrás por uma comissão do Congresso americano (v. René A. Wormser, Foundations: Their Power and Influence, New York, Devin-Adair, 1958)"
"9781939438249";"http://www.olavodecarvalho.org/semana/140216dc.html";"Difamação por osmose";"Muito antes da criação dessa página, porém, o economista inglês Antony C. Sutton já havia demonstrado, com abundância de documentos, que nem a economia soviética nem o movimento comunista internacional teriam sobrevivido sem a bilionária ajuda americana (v. The Best Enemy Money Can Buy. E já em 1956 uma comissão de inquérito da Câmara dos Representantes dos EUA havia confirmado a vasta colaboração das fundações bilionárias com o movimento comunista (v. René A. Wormser, Foundations: Their Power and Influence, New York, Devin-Adair, 1958)"
"9781939438249";"http://www.olavodecarvalho.org/textos/110406debate.html";"Debate com Duguin - II";"O livro de René A. Wormser, Foundations: Their Power and Influence (Covenent House Books, 1993) relata os trabalhos da Comissão Reese do Congresso Americano, que já nos anos 50 evidenciou a colaboração ativa das grandes fundações bilionárias com movimentos comunistas e anti-americanos por toda parte. Que as descobertas da Comissão não resultassem em nenhuma medida, seja punitiva, seja destinada a estancar o fluxo de dinheiro para a subversão, é a prova mais evidente do poder do Consórcio para manipular recursos americanos contra os mais óbvios interesses nacionais dos EUA."
"9781939438249";"http://www.olavodecarvalho.org/semana/061211dc.html";"O mundo como jamais funcionou";"The Tax-Exempt Foundations, de William H. McIlhany (1980), é apenas uma extensão de Foundations: Their Power and Influence, de René A. Wormser (1958), que tem a vantagem de ser praticamente um traslado direto das conclusões da comissão parlamentar de inquérito chefiada pelo deputado B. Carroll Reece, incumbida de averiguar a ajuda fornecida por fundações isentas de impostos, como Rockefeller, Ford e Carnegie, a movimentos subversivos e totalitários. Os depoimentos prestados à comissão evidenciavam, já naquela época, a simbiose macabra do comunismo com o grande capital, que duas décadas antes o economista austríaco Ludwig von Mises havia explicado como natural e inevitável, mas que nas cabecinhas dos nossos compatriotas mais falantes continua soando como uma absurdidade inaceitável, já que brasileiro só acredita em palavras, não em fatos, e quando os sentidos dicionarizados de duas palavras se contradizem ele não admite que os fatos correspondentes possam coexistir na realidade."
"9781939438249";"http://www.olavodecarvalho.org/semana/090916dc.html";"FHC, vendido à CIA?";"a Fundação Ford, se alguma posição tomou na guerra cultural, foi contra os EUA. Na década de 50 ela já foi denunciada por uma comissão parlamentar de inquérito por sua persistente colaboração com a propaganda soviética (v. René Wormser, Foundations, Their Power and Influence, New York, Devin-Adair, 1958, e Phil Kent, Foundations of Betrayal. How the Super-Rich Undermine America, Johnson City, TN, Zoe Publications, 2007); e hoje em dia os programas que ela continua subsidiando - cotas raciais, feminismo, gayzismo, abortismo - constituem o ideário cultural inteiro da esquerda no mundo. Se isso é "imperialismo ianque", eu sou o Sebastião Nery em pessoa.##NEWP##A Fundação Ford trabalha, sim, para um projeto imperialista, mas não americano. Trabalha para o internacionalismo socialista, de inspiração fabiana, empenhado em demolir a soberania dos EUA para substitui-la progressivamente por uma Nova Ordem Mundial altamente centralizada, estatista e controladora, da qual o governo Barack Obama é um dos instrumentos mais ativos hoje em dia."
"9781939438249";"http://www.olavodecarvalho.org/semana/060213dc.htm";"A tragédia do estudante sério no Brasil";"Em 1954, uma comissão de investigações do Congresso americano já havia descoberto que fundações como Rockefeller, Carnegie e Ford exerciam controle indevido sobre as universidades, as instituições de pesquisa e a cultura em geral, orientando-as num sentido francamente anti-americano, anticristão e até anticapitalista. (Não me perguntem pela milésima vez com que interesse os grandes capitalistas podem agir contra o capitalismo. A explicação está resumida em http://www.olavodecarvalho.org /semana/040617jt.htm e http://www.olavodecarvalho.org /textos/debate_usp_4.htm .) Inevitavelmente, a influência exercida por essas organizações não consistiu só em introduzir uma determinada cor política na produção cultural, mas em alterá-la e corrompê-la até às raízes, subordinando aos objetivos políticos e publicitários visados todas as exigências de honestidade, veracidade e rigor. Sem essa interferência, fraudes cabeludas como o Relatório Kinsey ou a pseudo-antropologia de Margaret Mead jamais teriam conseguido impor-se ao meio acadêmico e à mídia cultural como produtos respeitáveis de uma atividade científica normal.##NEWP##A comissão foi alvo de ataques virulentos de toda a grande mídia, e seu trabalho acabou por ser esquecido, mas ele ainda é uma das melhores fontes de consulta sobre a instrumentalização política da cultura (v. René Wormser, Foundations, Their Power and Influence , New York, Devin-Adair, 1958 – vocês podem comprá-lo pelo site www.bookfinder.com ). Na verdade, sem ele não se pode compreender nada do que se passou em seguida, pois o que se passou foi que o experimento tentado em escala americana foi ampliado para o mundo todo: a apropriação dos meios de ação cultural pelas organizações militantes e o sacrifício integral da inteligência humana no altar da “vontade de poder” simplesmente se globalizaram."
"9781939438249";"http://www.olavodecarvalho.org/semana/060119jb.htm";"Palhaçada total";"A internacional comunista não está morta. Ressuscitou como Internacional da Estupidez Humana. Ao contrário de sua antecessora, que não agradava a todos, ela possui um número ilimitado de adeptos potenciais. Mas seu sucesso não se explica só pela atração do abismo: funda-se numa bem montada estrutura de apoio, que abrange desde a malha planetária dos velhos partidos comunistas, com nomes trocados ou não, até a grande mídia internacional praticamente inteira, a militância islâmica onipresente e a rede global de ONGs ativistas subsidiadas por fundações bilionárias como Rockefeller, Soros ou Ford. Já desde a década de 50 uma comissão parlamentar (v. René Wormser, Foundations: Their Power and Influence , New York, 1958) comprovou que muitas dessas fundações se empenhavam na destruição do sistema americano, visando à constituição de um poder mundial de inspiração socialista."
"9781939438249";"https://www.alecsatin.com/how-the-teaching-of-american-history-was-changed-and-why-norman-dodd/";"How the teaching of American History was changed - and why - Norman Dodd";"Did you ever wonder how it came to be that so many Americans know so very little about their own history? Half a century ago certain members of congress became concerned about tax-exempt foundations. In 1954 they launched a Congressional investigation. Norman Dodd was the staff director.##NEWP##Late in his life Dodd reflected back on some of the things the committee discovered. Particularly interesting was the revelation of a concerted plan by leaders of the Ford, Rockefeller and Guggenheim Foundations to change the way history was taught in order to ensure that future Americans would never return to the types of attitudes that prevailed prior to World War I. The below was recorded in 1982 (transcript below)."
"B078PZKJC3";"https://paulmedeiroskrause.blogspot.com/2014/07/36-anos-do-nascimento-de-corcao-para.html";"36 ANOS DO NASCIMENTO DE CORÇÃO PARA A ETERNIDADE"
"B078PZKJC3";"http://paulmedeiroskrause.blogspot.com/2015/07/gustavo-corcao.html";"GUSTAVO CORÇÃO"
"B078PZKJC3";"https://youtu.be/fvMPW06KWYg";"Antônio Emílio Angueth - O que Gustavo Corção fez por mim"
"B078PZKJC3";"https://youtu.be/y-uDe-uhSRs";"Congresso de Literatura Católica - Gustavo Corção"
"B078PZKJC3";"https://www.youtube.com/watch?v=Ne8NM81oQAY";"O Desconcerto do Mundo (Gustavo Corção)"
"9780331321944";"https://archive.org/details/lepointdedpart00mar/page/n8";"Le point de départ de la métaphysique"
"9780966707113";"http://deliberatedumbingdown.com/ddd/";"Official Site"
"9780966707113";"https://www.youtube.com/watch?v=69HqxE74P5w";"History... Connected: The Deliberate Dumbing Down of America w/ Charlotte Iserbyt"
"9780966707113";"https://youtu.be/eZJoCfgAEuE";"The Deliberate Dumbing Down of America"
"9780966707113";"https://www.youtube.com/watch?v=ldkAuUgSjdQ";"The Secret History Of Western Education - Charlotte Thomson Iserbyt"
"9780966707113";"https://youtu.be/ywd_U1T9Ck0";"The Deliberate Dumbing Down of America"
"9780966707113";"https://youtu.be/Jcz9Eune7BY";"Mainely Unspoken "Dumbing Down of Schools" with Charlotte Iserbyt"
"9780966707113";"https://youtu.be/9RTSZH2xDV4";"Charlotte Iserbyt: The Deliberate Dumbing Down of the World"
"9780966707113";"https://youtu.be/cFQD1bAsUlw";"Charlotte Iserbyt: Societies Secrets"
"9780966707113";"https://youtu.be/dYhabgD46ec";"The Deliberate Dumbing Down of America - Charlotte Iserbyt"
"9780966707113";"https://www.youtube.com/watch?v=44MuDrT2MaM";"Alex Jones and Charlotte Iserbyt - The Deliberate Dumbing Down of America (1/2)"
"9780966707113";"https://www.youtube.com/watch?v=XpnDgeOJq_0";"Alex Jones and Charlotte Iserbyt - The Deliberate Dumbing Down of America (2/2)"
"9780966707113";"http://www.olavodecarvalho.org/semana/060417dc.html";"A chacota geral do mundo";"Hoje, os mesmos avanços tecnológicos que deram a esse movimento o impulso formidável da organização em "redes" tornaram fácil identificar essas redes e todas as suas conexões internas e externas, apreendendo a unidade por trás de uma multiplicidade que de outro modo seria desnorteante. O simples estudo da circulação de dinheiro entre fundações, governos, ONGs, movimentos terroristas e quadrilhas de narcotraficantes basta para tornar a realidade da subversão gnóstica mundial demasiado visível para que se possa continuar a ocultá-la mediante o apelo a evasivas difamatórias destinadas a intimidar o investigador. Um exame acurado dos sites http://www.activistcash.com e http://www.discoverthenetwork.org dará ao leitor uma idéia precisa do que estou dizendo. Estudos como The Marketing of Evil, de David Kupelian (Nashville, Tennessee, WND books, 2005), Machiavel Pedagogue, de Pascal Bernardin (Cannes, Édition Notre-Dame das Graces, 1995), Good Bye, Good Men, de Michael S. Rose (Washington DC, Regnery, 2002), The Deliberate Dumbing Down of America, de Charlotte Thomson Iserbit (Ravenna, Ohio, The Conscience Press, 1999) e The ACLU vs. America, de Alan Sears e Craig Osten (Nashville, Tennessee, Broadman & Holman, 2005), tirarão o restante da dúvida. Os nomes das mesmas organizações -- a "Ford Foundation", o "Open Society Institute de George Soros", a "John D. & Catherine T. MacArthur Foundation", a "Carnegie Corporation of New York" e o "Council on Foundations", entre uma centena de outras -- aparecem com tão obsessiva freqüência entre os financiadores de movimentos subversivos e os do governo mundial, que já não é possível deixar de enxergar a ligação entre essas duas forças aparentemente díspares, uma voltada para a disseminação do caos, outra para a cristalização da Nova Ordem, tão articuladas entre si quanto as duas operações alquímicas da dissolução e da coagulação."
"9780966707113";"http://www.olavodecarvalho.org/semana/070418dc.html";"Pato sentado";"As escolas têm sido há décadas um dos instrumentos principais de que se servem os agentes do globalismo para dissolver o tradicional espírito americano de altiva independência e implantar uma nova cultura em que o cidadão se torna cada vez mais indefeso, mais boboca, mais dependente da proteção estatal.##NEWP##Até os anos 60, os EUA tinham as melhores escolas do mundo, e nenhum ministério da Educação. Desde a criação do ministério e da adoção dos “parâmetros curriculares” politicamente corretos ditados pela ONU, não só a qualidade da educação caiu formidavelmente, mas a delinqüência infanto-juvenil cresceu na mesma proporção.##NEWP##Leiam, a respeito, The Deliberate Dumbing Down of America, de Charlotte Thomson Iserbit (Ravenna, Ohio, Conscience Press , 2001).##NEWP##As provas que a autora aí apresenta são tantas, que a conclusão se segue inevitavelmente: crimes como os do jovem sul-coreano Cho Seung-Hui são o produto acabado de um longo e meticuloso esforço de engenharia social.##NEWP##Muita gente por aqui reclama que os burocratas esquerdistas que dominam o sistema sistema oficial de ensino estão empenhados numa guerra cultural contra os EUA, destruindo a educação e a moral para em seguida atribuir os resultados medonhos de suas próprias ações à “lógica do sistema”."
"9780966707113";"http://www.olavodecarvalho.org/semana/051205dc.htm";"Papai Noel em depressão";"Hoje sabe-se muito mais sobre a meticulosa – e caríssima – engenharia da revolução cultural. Quem, tendo uma boa retaguarda de conhecimentos sobre estratégia revolucionária e marxismo cultural, leia os livros de E. Michael Jones ( Libido Dominandi: Sexual Liberation and Political Control e John Cardinal Krol and the Cultural Revolution ), Charlotte Thomson Iserbyt ( The Deliberate Dumbing Down of America ), Lee Penn ( False Dawn ), Janet L. Folger ( The Criminalization of Christianity ), Pascal Bernardin ( Machiavel Pedagogue ) e Ricardo de la Cierva ( Las Puertas del Infierno ), não terá dificuldade em juntar os pontos e perceber como tudo isso foi montado, quem montou e quanto custou (mais que o suficiente para eliminar a fome de muitos Terceiros Mundos). A internet colocou uma infinidade de materiais preciosos à disposição dos interessados em compreender o processo (creio já ter recomendado aqui os sites www.discoverthenetwork.org e www.activistcash.com), cuja unidade estratégica e financeira já não se pode negar nem muito menos ocultar mediante o surrado apelo ao carimbo de "teoria da conspiração"."
"9780966707113";"http://www.olavodecarvalho.org/semana/060123dc.htm";"A guerra contra as religiões";"Nos EUA, já se tornou impossível ignorar o vínculo de causa e efeito entre as reformas educacionais “progressistas” adotadas desde John Dewey (1859-1952) e o crescimento avassalador da delinqüencia infanto-juvenil, um problema que o Estado já desistiu de eliminar, contentando-se agora em dedicar-se ao “gerenciamento de danos”, isto é, em adestrar a sociedade para que aceite o estado de coisas como fatalidade inevitável. (Sugiro, quanto a esse ponto, a leitura de Joel Turtel, Public Schools, Public Menace : How Public Schools lie to Parents and Betray our Children , Charlotte T. Iserbyt, The Deliberate Dumbing Down of America , Berit Kjos, Brave New Schools: Guiding Your Child Through the Dangers of the Changing School System , Brenda Scott, Children No More: How We Lost a Generation, Bob Whitaker, Why Johnny Can't Think e John Taylor Gatto, Dumbing Us Down: The Hidden Curriculum of Compulsory Schooling. Todos esses livros podem ser encontrados pelo site www.bookfinder.com.) Simultaneamente, a intelectualidade ativista tira proveito da situação que ela própria criou, imputando a violência adolescente, por exemplo, às fábricas de armas, que já existiam no tempo em que as crianças se contentavam com traquinagens domésticas inofensivas."
"9780966707113";"http://www.olavodecarvalho.org/textos/091026burros.html";"Burros, presunçosos e mentirosos";"É próprio do imbecil imaginar que aqueles a quem ele desconhece são ainda mais imbecis do que ele (o homem inteligente, ao contrário, tende sempre a apostar na inteligência alheia, até obter provas que a desmintam). Não sou caridoso ao ponto de fornecer ao sr. Fernando Raphael uma bibliografia pronta, que ele teria a obrigação de haver pesquisado antes de afirmá-la inexistente, mas sugiro-lhe apenas começar pelos livros de Charlotte Yserbit, John Taylor Gatto, Jean-Paul Brighelli e outros, onde ele encontrará mais indicações de fontes, se é que precisa delas para continuar tão burro e presunçoso quanto é. Sugiro também uma conversa com o prof. Luís Faria, que começou a estudar o assunto desde uma época em que o sr. Fernando Raphael não existia nem sob a forma de espermatozóide."
"B004QVCRKA";"https://journals.sagepub.com/doi/abs/10.1177/004056395301400127";"Book Review: Dialectique de l'affirmation: Essai de mέtaphysique rέflexive"
"B004QVCRKA";"https://www.jstor.org/stable/20841492?seq=1#page_scan_tab_contents";"Reviewed Work: « Dialectique de l'affirmation ». Museum Lessianum, Section philosophique, no 36 by André Marc"
"B004QVCRKA";"https://www.jstor.org/stable/30098587?seq=1#page_scan_tab_contents";"Reviewed Work: Dialectique de L'Affirmation: Essai de métaphysique réflexive by André Marc"
"9780802034557";"https://youtu.be/Yik8KSHVLJ8";"Curso sobre Bernard Lonergan e o livro Insight"
"9780802034557";"https://www.youtube.com/watch?v=7GMlXnVyoq4";"Lançamento do livro "Bernard Lonergan: uma filosofia para o século XXI"
"9780671749972";"https://www.youtube.com/watch?v=IOnsTDFlis0";"The Terror Network: Russia and International Terrorism; w/ Claire Sterling (1981)"
"9780671749972";"https://www.youtube.com/watch?v=8jM81Fb1ByA";"Firing Line with William F. Buckley Jr.: What to Do about Terrorism"
"9780671749972";"http://www.olavodecarvalho.org/semana/110718dc.html";"A tradição revolucionária - 3";"Vejam só o caso da Rússia: com o seu contingente duplicado, a KGB conta, hoje em dia, com milhares de pseudópodos espalhados pelo mundo, operando legalmente sob o disfarce de bancos, indústrias, firmas de consultoria, o diabo; tem ademais a seu serviço a máfia russa, que desde o começo dos anos 90 possui o domínio sobre todas as grandes redes criminosas do mundo, da Sibéria à Venezuela e à Colômbia (v. Claire Sterling, Thieves' World: The Threat of the New Global Network of Organized Crime, New York, Simon & Schuster, 1994, bem como Helène Blanc e Renata Lesnik, L’Empire de Toutes les Mafias, Paris, Presses de la Cité, 1998)"
"9780671749972";"http://www.olavodecarvalho.org/semana/060814dc.html";"O futuro da pústula";"Segundo o site Alerta Total, a presidência da República tem entre seus assessores de segurança ex-agentes da KGB soviética. Vocês sabem o que quer dizer “ex-agentes da KGB”: quer dizer máfia russa. A máfia russa não é uma máfia entre outras. É, desde pelo menos 1993, a central de comando do crime organizado no mundo (leiam Claire Sterling, Thieves’ World. The Threat of the New Global Network of Organized Crime, New York, Simon and Schuster, 1994). As ligações entre ela e o governo brasileiro são tão estreitas que, no dia seguinte da perda do seu mandato, o sr. José Dirceu já estava fazendo negócios com Boris Bereszowski."
"9780671749972";"http://olavodecarvalho.org/semana/050418fsp.htm";"Lavagem de notícias";"Desde o começo da década de 90 não há mais máfias nacionais em competição sangrenta, mas uma aprazível divisão de trabalho entre organizações criminosas de todos os países, uma autêntica pax mafiosa que, por meio do narcotráfico, do contrabando de armas, da indústria dos seqüestros etc., gerou um poder econômico mundial sem similares ou concorrentes imagináveis. Conforme mostrou a repórter Claire Sterling no seu livro Thieves' World (“O Mundo dos Ladrões”), New York, Simon & Schuster, 1994, a constituição desse Império do Crime deu-se sob o comando da “máfia russa”, que continua regendo o espetáculo. Muito antes disso, a KGB já tinha uma atuação intensa no narcotráfico, prevendo a possibilidade de usá-lo um dia como fonte alternativa de financiamento para os movimentos revolucionários locais, como veio mesmo a acontecer (v. Joseph D. Douglass, Red Cocaine. The Drugging of America and the West , London, Harle, 1999)."
