"Life After Death: The Evidence";"Dinesh D'Souza";"Provas de vida após a morte.";"Olavo de Carvalho";"True OutSpeak";"2010-02-10";"1940"
"One Small Speck to Man: The Evolution Myth";"Vij Sodera";"Muitas provas contra a teoria da evolução, que mostra que ela é anatômica-geneticamente impossível.";"Olavo de Carvalho";"True OutSpeak";"2010-02-10";"2660"
"A Cidade Antiga";"Fustel de Coulanges";"Demonstra que o fundamento de Roma era o culto religioso. Religião é fundadora de civilizações.";"Olavo de Carvalho";"True OutSpeak";;
"Lincoln Unmasked: What You’re Not Supposed To Know about Dishonest Abe";"Thomas DiLorenzo";"Lincoln tinha grande méritos como lider e estadista, mas as concepções dele não eram tão maravilhosas quanto se imagina.";"Olavo de Carvalho";"True OutSpeak";"2010-03-29";"3180"
"The Real Lincoln: A New Look at Abraham Lincoln, His Agenda, and an Unnecessary War";"Thomas DiLorenzo";"Lincoln tinha grande méritos como lider e estadista, mas as concepções dele não eram tão maravilhosas quanto se imagina.";"Olavo de Carvalho";"True OutSpeak";"2010-03-29";"3180"
"A Constitutional History of the United States";"Andrew C. McLaughlin";"Deixa claro que os Founding Fathers não eram reformadores sociais, pois praticamente não inventaram lei nenhuma, baseando em códigos já existentes.";"Olavo de Carvalho";"True OutSpeak";"2010-03-29";"3270"
"The spiral of silence. A theory of public opinion – Our social skin";"Elisabeth Noelle-Neumann";"Sobre a técnica de espiral do silêncio: graduar as notícias repetindo as notícias que precisam ser impregnadas na opinião popular.";"Olavo de Carvalho";"True OutSpeak";"2010-04-05";"1780"
"La Iglesia del Silencio. De mártires y pederastas";"Fernando M. González";"Livro muito importante. Conta que os dirigentes da entidade "Legionários de Cristo" foram cúmplices dos atos de pedofilia do fundador.";"Olavo de Carvalho";"True OutSpeak";"2010-04-05";"2150"
"Hostage to the Devil: The Possession and Exorcism of Five Living Americans";"Malachi Martin";"Livro muito importante. Documenta meticulosamente cinco casos de exorcismos absolutamente impressionantes.";"Olavo de Carvalho";"True OutSpeak";"2010-04-14";"3520"
"Hostage to the Devil: The Possession and Exorcism of Five Living Americans";"Malachi Martin";"Casos de obsessão demoníaca em crianças.";"";"";"";""
"The Rite of Sodomy Homosexuality and the Roman Catholic Church";"Randy Engel";"Estudo mais sério sobre a penetração do movimento gay na Igreja.";"Olavo de Carvalho";"True OutSpeak";"2010-04-19";"550"
"Guia Politicamente Incorreto da História do Brasil";"Leandro Narloch";"Não li, mas parece ser um livro interessante. Indicado por um ouvinte.";"Olavo de Carvalho";"True OutSpeak";"2010-04-19";"2590"
"Darwinismo moral: Como nos tornamos hedonistas";"Benjamin Wiker";"Autor assinala a influência de Epicuro na onda materialista moderna.";"Olavo de Carvalho";"True OutSpeak";"2010-04-19";"2850"
"Darwinismo moral: Como nos tornamos hedonistas";"Benjamin Wiker";"Livro excelente. Mostra que o mundo está se brasilianizando, pois as pessoas escolhem suas condutas e opiniões na base do princípio do prazer.";"Olavo de Carvalho";"True OutSpeak";;
"The Manchurian President: Barack Obama’s Ties to Communists, Socialists and Other Anti-American Extremists";"Aaron KleinBrenda J. Elliott";"Investiga, com mais de 800 documentos, as relações íntimas entre Obama e tudo quanto é organização comunista, islamo-facista e antiamericana.";"Olavo de Carvalho";"True OutSpeak";"2010-05-05";"580"
"Killing Wealth, Freeing Wealth: How to Save America’s Economy and Your Own";"Floyd BrownLee Troxler";"Mostra que a recente crise econômica não tem nada a ver com fenômenos normais cíclicos da economia, mas foi tudo maquinado desde os mais altos níveis das finanças internacionais.";"Olavo de Carvalho";"True OutSpeak";"2010-05-17";"180"
"Mein Weg als Deutscher und Jude";"Jakob Wassermann";"Mostra que a cultura dos Judeus na Alemanha estava tão misturada que não era mais possível distringuir uma da outra.";"Olavo de Carvalho";"True OutSpeak";"2010-05-17";"1920"
"Mea Cuba";"Guillermo Cabrera Infante";"Como funciona o tratamento do governo cubano com os dissidentes.";"Olavo de Carvalho";"True OutSpeak";"2010-06-23";"160"
"The Art of Teaching";"Gilbert Highet";"História dos grandes educadores da humanidade. acompanhada de bibliografia.";"Olavo de Carvalho";"True OutSpeak";"2010-07-05";"1200"
"The Art of Teaching";"Gilbert Highet";"Livro muito importante.";"";"";"";""
"Mediated Learning: Teaching, Tasks, and Tools to Unlock Cognitive Potential";"Mandia MentisMarilyn Dunn-BernsteinMartene Mentis";"Da mais alta importância. prático e com muitos exercícios. Utilizam a técnica do Professor Reuven Feuerstein.";"Olavo de Carvalho";"True OutSpeak";"2010-07-05";"1200"
"The Rage Against God: How Atheism Led Me to Faith";"Peter Hitchens";"Irmão do ateísta Christopher Hitchens. Conta a história da sua juventude ateísta e sem limites.";"Olavo de Carvalho";"True OutSpeak";"2010-07-12";"1320"
"George Washington’s Sacred Fire";"Peter A. Lillback";"Documentos da mão de Washington, que provam que ele era muito cristão.";"Olavo de Carvalho";"True OutSpeak";"2010-07-12";"2790"
"The Chief Culprit: Stalin’s Grand Design to Start World War II";"Viktor Suvorov";"A segunda guerra aconteceu porque Stalin planejou tudo.";"Olavo de Carvalho";"True OutSpeak";"2010-07-19";"1130"
"The Chief Culprit: Stalin’s Grand Design to Start World War II";"Viktor Suvorov";"A guerra começou a ser preparada no tempo de Lênin.";"";"";"";""
"Rules for Radicals";"Saul Alinsky";"Bom começo para aprender como organizar uma militância.";"Olavo de Carvalho";"True OutSpeak";"2010-07-26";"2540"
"Rules for Radicals";"Saul Alinsky";"Obra para o grupo de estudos estratégicos. Importância extraordinária.";"";"";"";""
"Red Cocaine: The Drugging of America and the West";"Christopher StoryJoseph D. DouglassRay S. Cline";"A União Soviética precisava criar uma fonte de financiamento local para a América Latina, portanto se apossaram do tráfico de drogas.";"Olavo de Carvalho";"True OutSpeak";"2010-08-02";"1800"
"O Paraíso Sexual Democrata";"Janer Cristaldo";"Autor é um anti-cristão e anti-semita, mas para falar sobre o que ele sabe é muito bom. Livro da sua experiência na Suécia.";"Olavo de Carvalho";"True OutSpeak";"2010-08-09";"2040"
"The Nazi Connection to Islamic Terrorism: Adolf Hitler and Haj Amin Al-Husseini";"Chuck Morse";"Mostra a conexão entre o nazismo e o Islã.";"Olavo de Carvalho";"True OutSpeak";"2010-08-16";"1380"
"I Can’t Believe You Said That! Hundreds of Liberals Speak Their Minds";"Fred Gielow";"Coletânea de declarações de militantes da esquerda. Coisas muito ofensivas.";"Olavo de Carvalho";"True OutSpeak";"2010-08-23";"2070"
"The Myth of Psychotherapy: Mental Healing as Religion, Rhetoric, and Repression";"Thomas Szasz";"Crítica a psiquiatria.";"Olavo de Carvalho";"True OutSpeak";"2010-08-23";"3240"
"Traité de psychologie générale";"Maurice Pradines";"Sugestão de livro sobre psicologia. Um gigante da psicologia, é imperdível, quem não leu este autor não sabe até onde a psicologia pode ir.";"Olavo de Carvalho";"True OutSpeak";"2010-08-30";"3440"
"Introdução a Filosofia";"Aloys Müller";"Obra introdutória que vale muito a pena.";"Olavo de Carvalho";"True OutSpeak";"2010-08-30";"3440"
"A Tragédia de um Povo";"Orlando Figes";"Autor tem muita credibilidade. História da Revolução Russa.";"Olavo de Carvalho";"True OutSpeak";"2010-09-20";"1920"
"Natasha’s Dance: A cultural History of Russia";"Orlando Figes";"História Cultural da Rússia. Livro excepcional.";"Olavo de Carvalho";"True OutSpeak";"2010-09-20";"1920"
"Hope Against Hope: A Memoir";"Max HaywardNadezhda Mandelstam";"É um depoimento, dos mais impressionantes que eu já vi, sobre o que se passava na União Soviética.";"Olavo de Carvalho";"True OutSpeak";"2010-09-20";"1920"
"Hope Abandoned";"Nadezhda Mandelstam";"É um depoimento, dos mais impressionantes que eu já vi, sobre o que se passava na União Soviética.";"Olavo de Carvalho";"True OutSpeak";"2010-09-20";"1920"
"Revolução Gramscista no Brasil";"Avellar Coutinho";"Introdução ao tema de preparo da sociedade para o socialismo.";"Olavo de Carvalho";"True OutSpeak";"2010-09-20";"1920"
"Cadernos da Liberdade";"Avellar Coutinho";"Introdução ao tema de preparo da sociedade para o socialismo.";"Olavo de Carvalho";"True OutSpeak";"2010-09-27";"3210"
"Princípios Filosóficos Do Direito Político Moderno";"Simone Goyard-Fabre";"Livro clássico sobre Direito. Da mais alta qualidade.";"Olavo de Carvalho";"True OutSpeak";"2010-10-04";"2780"
"Os fundamentos da ordem jurídica";"Simone Goyard-Fabre";"Livro clássico sobre Direito. Da mais alta qualidade.";"Olavo de Carvalho";"True OutSpeak";"2010-10-04";"2780"
"Filosofia del Diritto";"Igino Petrone";"Livro clássico sobre Direito. Além de grande filósofo do direito é um escritor maravilhoso.";"Olavo de Carvalho";"True OutSpeak";"2010-10-04";"2780"
"Princípios de direito constitucional geral";"Santi Romano";"Livro clássico sobre Direito.";"Olavo de Carvalho";"True OutSpeak";"2010-10-04";"2780"
"Lições de Filosofia do Direito";"Giorgio Del Vecchio";"Livro clássico sobre direito.";"Olavo de Carvalho";"True OutSpeak";"2010-10-04";"2780"
"Lições de Filosofia do Direito";"Giorgio Del Vecchio";"A parte final da obra apresenta um estudo histórico do Direito que é uma verdadeira preciosidade, sobretudo nas notas que compõem uma bibliografia.";"";"";"";""
"Aspectos Jurídicos do Capitalismo Moderno";"Georges Ripert";"Livro clássico sobre Direito.";"Olavo de Carvalho";"True OutSpeak";"2010-10-04";"2780"
"Lógica Jurídica";"Chaïm Perelman";"Livro clássico sobre Direito.";"Olavo de Carvalho";"True OutSpeak";"2010-10-04";"2780"
"A finalidade do Direito";"Rudolf von Ihering";"Livro clássico sobre Direito.";"Olavo de Carvalho";"True OutSpeak";"2010-10-04";"2780"
"Filosofia do Direito";"Miguel Reale";"Livro clássico sobre Direito.";"Olavo de Carvalho";"True OutSpeak";"2010-10-04";"2780"
"Filosofia do Direito";"Miguel Reale";"Mostra que houve décadas de discussão sobre qual é propriamente o terreno do Direito.";"";"";"";""
"Lições preliminares de Direito";"Miguel Reale";"Livro clássico sobre Direito.";"Olavo de Carvalho";"True OutSpeak";"2010-10-04";"2780"
"Mito e verdade da revolução brasileira";"Alberto Guerreiro Ramos";"Para compreender que os comunistas tomaram os partidos criados pelo militares.";"Olavo de Carvalho";"True OutSpeak";"2010-10-18";"1260"
"La Guerre asymétrique ou la Défaite du vainqueur";"Christine Lorin de GrandmaisonJacques Baud";"Sobre a guerra assimétrica. Para compreender sua fase atual.";"Olavo de Carvalho";"True OutSpeak";"2010-11-22";"700"
"La Guerre asymétrique ou la Défaite du vainqueur";"Christine Lorin de GrandmaisonJacques Baud";"Para o grupo de estudos estratégicos.";"";"";"";""
"The Dictators: Hitler’s Germany, Stalin’s Russia";"Richard Overy";"Similiaridades estruturais entre comunismo e nazismo.";"Olavo de Carvalho";"True OutSpeak";"2010-11-29";"2890"
"O Cérebro Espiritual";"Mario Beauregard";"Dados científicos, que não são novos, que indicam o caráter não físico-químico da consciência.";"Olavo de Carvalho";"True OutSpeak";"2010-12-06";"110"
"The Utilization of Classroom Peers as Behavior Change Agents";"Philip S. Strain";"Manual de utilização de colegas de classe como agentes de mudança de comportamento. O autor é a favor dessa prática.";"Olavo de Carvalho";"True OutSpeak";"2010-12-06";"2340"
"Change Agents in Schools";"Barbara M. Morris";"Livro contra a utilização de colegas de classe como agentes de mudança de comportamento.";"Olavo de Carvalho";"True OutSpeak";"2010-12-06";"2340"
"L’Empire écologique ou La Subversion de l’écologie par le mondialisme";"Pascal Bernardin";"Melhor livro escrito sobre o assunto.";"Olavo de Carvalho";"True OutSpeak";"2010-12-15";"1920"
"O passado de uma ilusão";"François Furet";"Ensaio sobre a idéia comunista no século XX. Um dos melhores estudos sobre o comunismo.";"Olavo de Carvalho";"True OutSpeak";"2010-12-29";"2940"
"A Conversão";"Vladimir Volkoff";"Romance baseado em fatos reais. Sobre a espionagem soviética.";"Olavo de Carvalho";"True OutSpeak";"2010-12-29";"2940"
"INSR: The Corrupt Society – The Secret World of Soviet Capitalism.";"Konstantin M. Simis";"Não se obtia nada na URSS a não ser na base da propina.";"Olavo de Carvalho";"True OutSpeak";"2011-01-31";"795"
"INSR: The Corrupt Society – The Secret World of Soviet Capitalism.";"Konstantin M. Simis";"O governo soviético viveu essencialmente do roubo e da extorsão por sessenta anos, sem jamais ter de prestar contas, e corrompeu a população mediante o hábito institucionalizado das propinas, das trocas de favores, do tráfico de influência, sem os quais a máquina estatal simplesmente não funcionava.";"";"";"";""
"O Outono da Idade Média";"Johan Huizinga";"Leitura essencial.";"Olavo de Carvalho";"True OutSpeak";"2011-01-31";"2650"
"The Open Conspiracy";"H. G. Wells";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"Tragedy and Hope: A History of The World in Our Time";"Carroll Quigley";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral.";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"Tragedy and Hope: A History of The World in Our Time";"Carroll Quigley";"Depoimento de alguém que pertence a esfera globalista e, pior, é favor do projeto globalista.";"Olavo de Carvalho";"True OutSpeak";"2012-04-03";"1920"
"The Fearful Master: A Second Look At the United Nations";"G. Edward Griffin";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"Brotherhood of Darkness";"Stanley Monteith";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral.";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"Brotherhood of Darkness";"Stanley Monteith";"Um dos melhores livros que existe a respeito. é de uma objetividade incrível.";"Olavo de Carvalho";"True OutSpeak";"2012-04-03";"1920"
"False Dawn: The United Religions Initiative, Globalism, and the Quest for a One-World Religion";"Lee Penn";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral.";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"False Dawn: The United Religions Initiative, Globalism, and the Quest for a One-World Religion";"Lee Penn";"[...] é público e notório que o poder globalista em expansão, longe de se inspirar no que quer que seja de genuinamente cristão, tem como um de seus objetivos professos – intimamente associado às suas políticas econômicas – a implantação de uma religião universal biônica, na qual a Igreja Católica, expurgada de seus elementos tradicionalistas, se integre como um instrumento dócil da maior farsa espiritual já tentada no universo.";"";"";"";""
"Global Bondage: The U.N. Plan to Rule the World";"Cliff Kincaid";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"Global Taxes for World Government";"Cliff Kincaid";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"Lidido Dominandi: Sexual Liberation & Political Control";"E. Michael Jones";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"O Derradeiro Combate do Demônio";"Paul Kramer";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral.";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"O Derradeiro Combate do Demônio";"Paul Kramer";"Mostra a importância imensurável da Aparição em Fátima. Esse acontecimento nos deu os critérios para entender tudo o que se passou no século XX. uma unidade da história.";"Olavo de Carvalho";"True OutSpeak";;
"A Verdadeira História do Clube de Bilderberg";"Daniel Estulin";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"The Ascendancy of the Scientific Dictatorship: An Examination of Epistemic Autocracy";"Paul David CollinsPhillip Darrell Collins";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"Les Espérances Planétaires";"Hervé Ryssen";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"Hope of Wicked : The Master Plan to Rule the World";"Ted Flynn";"13 livros sobre o Governo Mundial com as informações mais básicas, os mais simples e mais interessantes de ler e que enfocam o assunto do ponto de vista geral";"Olavo de Carvalho";"True OutSpeak";"2011-02-21";"2700"
"Les Corps celestes dans I’univers de saint Thomas d’Aquin";"Thomas Litt";"Estudo sobre astrologia em Tomás de Aquino.";"Olavo de Carvalho";"True OutSpeak";"2011-02-28";"1660"
"Saint Thomas d’Aquin et l’influence des astres";"Paul Choisnard";"Estudo sobre astrologia em Tomás de Aquino.";"Olavo de Carvalho";"True OutSpeak";"2011-02-28";"1660"
"Heaven is for Real: A Little Boy’s Astounding Story of His Trip to Heaven and Back";"Todd Burpo";"Um pai que conta a experiência do filho, de 4 anos de idade, que após um acidente que o deixou clinicamente morto, contou que viu tudo que aconteceu com ele e ainda viu Jesus Cristo.";"Olavo de Carvalho";"True OutSpeak";"2011-02-28";"2895"
"The Ideal Communist City";"Alexei Gutnov";"Os planos traçados por este livro, são iguaizinhos a Brasília, na qual os governantes são inacessíveis.";"Olavo de Carvalho";"True OutSpeak";"2011-03-09";"600"
"Eurabia: The Euro-Arab Axis";"Bat Ye'Or";"Os direitos humanos são utilizados como meio para uma rápida islamização da população.";"Olavo de Carvalho";"True OutSpeak";"2011-03-09";"2280"
"Eurabia: The Euro-Arab Axis";"Bat Ye'Or";"A absoluta incapacidade da socialdemocracia laica de resistir à invasão cultural islâmica já está mais do que demonstrada na prática.";"";"";"";""
"The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life beyond This World";"Alex MalarkeyKevin Malarkey";"Depoimentos de um garoto que teve experiências após morte clínica.";"Olavo de Carvalho";"True OutSpeak";"2011-03-09";"3500"
"A Tale of Two Chileans: Pinochet and Allende";"Robin Harris";"História do golpe militar no Chile.";"Olavo de Carvalho";"True OutSpeak";"2011-03-23";"2700"
"Mao’s Great Famine: The History of China’s Most Devastating Catastrophe, 1958-1962";"Frank Dikötter";"Mostra que quando Mao estadizou a agricultura na China, morreram, em seis anos, 45 milhões de pessoas.";"Olavo de Carvalho";"True OutSpeak";"2011-03-30";"2220"
"Windswept House: A Vatican Novel";"Malachi Martin";"Novela sobre a infiltração revolucionária na Igreja. Usa nomes fictícios para personagens reais.";"Olavo de Carvalho";"True OutSpeak";"2011-04-06";"1110"
"1421 – O Ano em que a China Descobriu o Mundo";"Gavin Menzies";"Dica de um ouvinte. Livro mostra que a China, através de navegações, já havia chegado na Patgônia e tinha mapas da América do Sul.";"Olavo de Carvalho";"True OutSpeak";"2011-04-06";"1950"
"A Corporação";"Nicholas Hagger";"Sobre os bilionários que se uniram pelo governo mundial.";"Olavo de Carvalho";"True OutSpeak";"2011-04-06";"2460"
"L’Union européenne, une nouvelle URSS ?";"Vladimir Bukovsky";"Empresários russos, Máfia e KGB são todos a mesma coisa.";"Olavo de Carvalho";"True OutSpeak";"2011-06-08";"1090"
"KGB Connexion : Le système Poutine";"Hélène Blanc";"Empresários russos, Máfia e KGB são todos a mesma coisa. A KGB como está agora e não no tempo de Stálin.";"Olavo de Carvalho";"True OutSpeak";"2011-06-08";"1090"
"L’Empire De Toutes Les Mafias";"Hélène BlancRenata Lesnik";"Empresários russos, Máfia e KGB são todos a mesma coisa. Como a KGB está atuando agora através dos seus agentes laranjas.";"Olavo de Carvalho";"True OutSpeak";"2011-06-08";"1090"
"História da Educação";"Ruy Afonso Costa Nunes";"Melhor história da educação que alguém já escreveu.";"Olavo de Carvalho";"True OutSpeak";"2011-06-29";"2910"
"Maquiavel, ou a Confusão Demoníaca";"Olavo de Carvalho";"É um capítulo sobre o estudo realizado sobre a "Mentalidade Revolucionária".";"Olavo de Carvalho";"True OutSpeak";"2011-07-06";"2400"
"Icebreaker: Who Started the Second World War?";"Viktor Suvorov";"Como a URSS foi preparando a 2ª Guerra Mundial desde 1920, pois a 1ª Guerra Mundial não havia sido suficiente para derrubar todas as democracias e implamantar o socialismo.";"Olavo de Carvalho";"True OutSpeak";"2011-07-06";"2540"
"A Patriot’s History of the United States";"Larry Schweikart";"Para limpar o preconceito contras os americanos.";"Olavo de Carvalho";"True OutSpeak";"2011-07-13";"2810"
"How America Got It Right: The U.S. March to Military and Political Supremacy";"Bevin Alexander";"Para limpar o preconceito contras os americanos.";"Olavo de Carvalho";"True OutSpeak";"2011-07-13";"2810"
"The Politically Incorrect Guide to American History";"Thomas Woods";"Para limpar o preconceito contras os americanos. Grande historiador. Tem muitas dicas para outros livros.";"Olavo de Carvalho";"True OutSpeak";"2011-07-13";"2810"
"The Christian Life and Character of the Civil Institutions of the United States";"Benjamin F. Morris";"Para limpar o preconceito contras os americanos. Um clássico. EUA é o único país do mundo que tem uma constituição cristã.";"Olavo de Carvalho";"True OutSpeak";"2011-07-13";"2810"
"Historical Sociology: A History of Autobiography in Antiquity";"Georg Misch";"Grande Historiador. As autobiografias da antiqüidade eram todas 'oficiais', pois não havia uma consciência clara da própria história interior. quem descobriu isso foi Santo Agostinho.";"Olavo de Carvalho";"True OutSpeak";"2011-07-27";"1170"
"Arms for Spain: The Untold Story of the Spanish Civil War";"Gerald Howson";"Baseado em documentos do arquivo de Moscou recentemente revelados. Sobre o roubo soviético ao ouro espanhol.";"Olavo de Carvalho";"True OutSpeak";"2011-08-10";"150"
"Red Hot Lies: How Global Warming Alarmists Use Threats, Fraud, and Deception to Keep You Misinformed";"Christopher C. Horner";"Sobre a relação do movimento revolucionário e o ecologismo.";"Olavo de Carvalho";"True OutSpeak";"2011-08-10";"180"
"Ecofascism: Lessons from the German Experience";"Janet BiehlPeter Staudenmaier";"Sobre a relação do facismo e o ecologismo.";"Olavo de Carvalho";"True OutSpeak";"2011-08-10";"180"
"Ação, tempo e conhecimento: a Escola Austríaca de economia";"Ubiratan Iorio";"Recomendado.";"Olavo de Carvalho";"True OutSpeak";"2011-08-10";"270"
"Aztecs: An Interpretation";"Inga Clendinnen";"Conta como foi o fim da civilização Asteca. Quando os espanhóis venceram os astecas, as tribos vizinhas mataram todos os astecas   pois eles sempre sofreram perseguições deles.";"Olavo de Carvalho";"True OutSpeak";"2011-08-10";"1500"
"Ideologia de Gênero: neototalitarismo e a morte da família";"Jorge Scala";"Autor é um advogado pró-vida.";"Olavo de Carvalho";"True OutSpeak";"2011-10-05";"820"
"The Revolution of Nihilism: Warning to the West";"Hermann Rauschning";"Autor fez carreira no partido nazista. A partir de entrevistas com Hitler o autor entendeu direito o nazismo e fugiu para Inglaterra.";"Olavo de Carvalho";"True OutSpeak";"2011-11-09";"870"
"The Revolution of Nihilism: Warning to the West";"Hermann Rauschning";"Que o nazismo e diabolismo sejam no fundo uma só coisa, é algo de que se pode suspeitar seriamente. Clássico dessa matéria.";"";"";"";""
"The Revolution of Nihilism: Warning to the West";"Hermann Rauschning";"A administração estatal se tornou tão complexa e abrangente que nenhum povo pode derrubá-lo.";"";"";"";""
"Mysticism: A Study in the Nature and Development of Spiritual Consciousness";"Evelyn Underhill";"Introdução a discussão do assunto sobre o Misticismo.";"Olavo de Carvalho";"True OutSpeak";"2011-12-14";"3220"
"Uma Nova História da Música";"Otto Maria Carpeaux";"Embora pequena, é uma maravilha.";"Olavo de Carvalho";"True OutSpeak";"2012-01-18";"2330"
"A Escola de Frankfurt";"Rolf Wiggershaus";"Autor é um adepto da Escola de Frankfurt, mas é um historiador muito honesto. Esta obra é o suficiente para ter uma idéia de conjunto do marxismo cultural.";"Olavo de Carvalho";"True OutSpeak";;
"Ernst Bloch : ¿Un Futuro Sin Dios?";"Manuel Ureña Pastor";"Ernst Bloch é ligado a Escola de Frankfurt, mas é menos lido e conhecido, porém é muito importante.";"Olavo de Carvalho";"True OutSpeak";;
"Evolução do Pensamento Antigo";"Castro Nery";"História da Filosofia. É uma maravilha, muito bem documentado.";"Olavo de Carvalho";"True OutSpeak";"2012-02-08";"530"
"Homo Sovieticus";"Alexander Zinoviev";"Diz que a sociedade soviética não é um desvio do marxismo, mas é sua encarnação. analisa como a coisa funciona na realidade.";"Olavo de Carvalho";"True OutSpeak";"2012-02-22";"2100"
"The Rise of Global Governance";"Henry Lamb";"Aborda o projeto globalista do ponto de vista mais técnico e legislativo. Este autor sabe mais desse assunto do que qualquer outra pessoa no mundo.";"Olavo de Carvalho";"True OutSpeak";"2012-04-03";"1920"
"Bientot Un Gouvernement Mondial";"Pierre Virion";"Sobre a nova ordem mundial.";"Olavo de Carvalho";"True OutSpeak";"2012-04-03";"1920"
"Les Maîtres censeurs : pour en finir avec la pensée unique";"Élisabeth Lévy";"Autora é uma jornalista de muito sucesso na França. Na obra ela dá um panorama aterrador do que se fez na mídia cultural francesa nos anos 90. foi a época que culpar o passado estava na moda. retrata a mania de transformar em questão jurídico-policial mera questão de costume. inculpação genérica.";"Olavo de Carvalho";"True OutSpeak";"2012-04-25";"720"
"A Ilusão Americana";"Eduardo Prado";"Brasileiro tem mania de copiar o que os americanos fazem.";"Olavo de Carvalho";"True OutSpeak";"2012-05-02";"690"
"The Boy Who Met Jesus: Segatashya of Kibeho";"Immaculee IlibagizaSteve Erwin";"Segatashya era um garoto de Ruanda, completamente analfabeto, sem conhecimento nenhum do cristianismo, mas Cristo apareceu e conversou com ele. Depois disso ele teve mais conhecimento de teologia que todos os teólogos.";"Olavo de Carvalho";"True OutSpeak";"2012-05-16";"600"
"Una interpretación de la Historia Universal. En torno a Toynbee";"José Ortega y Gasset";"Crítica arrasadora ao livro do Toynbee.";"Olavo de Carvalho";"True OutSpeak";"2012-05-16";"3030"
"“White Girl Bleed a Lot”";"Colin Flaherty";"Documenta casos de violência de negros contra brancos por motivos raciais.";"Olavo de Carvalho";"True OutSpeak";"2012-05-23";"1890"
"Our Lady of Kibeho: Mary Speaks to the World from the Heart of Africa";"Immaculee Ilibagiza";"Sobre as três meninas que tiveram visões de Nossa Senhora em Kibeho. Uma delas era muçulmana.";"Olavo de Carvalho";"True OutSpeak";"2012-05-23";"2220"
"La conquête de l’Occident : Le projet secret des islamistes";"Sylvain Besson";"Documenta o plano de ocupação mundial islâmica que foi descoberta na casa de um banqueiro.";"Olavo de Carvalho";"True OutSpeak";"2012-05-30";"2790"
"Stalin’s War of Extermination";"Joachim Hoffmann";""A doutrina oficial soviética era que seu território era inexpugnável, portanto toda as forças armadas tem que estar preparadas para um guerra ofensiva, jamais devensiva". Stálin estava preparado para atacar a Alemanha, mas não tinha meios de defesa.";"Olavo de Carvalho";"True OutSpeak";"2012-06-06";"1560"
"Imitação de Cristo";"Tomás de Kempis";"Livro muito importante. é um clássico da religião cristã. É um guia bastante prático para a vida cristã de todos os dias.";"Olavo de Carvalho";"True OutSpeak";"2012-06-20";"120"
"Castro’s Secrets: The CIA and Cuba’s Intelligence Machine";"Brian Latell";"Autor foi agente do serviço secreto americano. neste livro mostra que a morte de Kennedy foi obra do serviço secreto cubano.";"Olavo de Carvalho";"True OutSpeak";"2012-07-04";"2340"
"The Soviet Tragedy";"Martin Malia";"[...] pergunta por que os sovietólogos ocidentais, tão prestigiosos, tão bem pagos, tão dotados de amplos meios de investigação, não atinaram nem por um momento com a queda iminente da URSS, e, ao contrário, continuaram prevendo, até a véspera do desenlace, uma nova era de progresso espetacular para o gigante de pés de barro.";"";"";"";""
